alcohol_*C1_electrostatic_charge,alcohol_*C1_exposed_area,alcohol_electronegativity,alcohol_primary,alcohol_secondary,alcohol_tertiary,alcohol_cyclic ,alcohol_4-membered_ring,alcohol_5-membered_ring,alcohol_6-membered_ring,alcohol_7-membered_ring,alcohol_benzylic,alcohol_allylic,alcohol_homobenzylic,alcohol_homoallylic,alcohol_alpha-carbonyl,alcohol_beta_carbonyl,alcohol_hemiacetal,alcohol_alpha amino,base_*N1_exposed_area,sulfonyl_fluoride_*S1_electrostatic_charge,sulfonyl_fluoride_*F1_electrostatic_charge,sulfonyl_fluoride_*O1_electrostatic_charge
0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.369,7.621,0.12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.374,6.723,0.09,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.209,7.551,0.13,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.319,6.271,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.484,6.725,0.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.446,6.44,0.09,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

-0.061,13.702,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43

0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.973,-0.21,-0.439

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.849,-0.198,-0.401

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.978,-0.208,-0.436

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.973,-0.204,-0.43

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.926,-0.162,-0.384

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.973,-0.21,-0.439

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.849,-0.198,-0.401

0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.978,-0.208,-0.436

